# Time: 1.37
0 0 0
0 0.0078125 0
0 0.015625 0
0 0.0234375 0
0 0.03125 0
0 0.0390625 0
0 0.046875 0
0 0.0546875 0
0 0.0625 0
0 0.0703125 0
0 0.078125 0
0 0.0859375 0
0 0.09375 0
0 0.101562 0
0 0.109375 0
0 0.117188 0
0 0.125 0
0 0.132812 0
0 0.140625 0
0 0.148438 0
0 0.15625 0
0 0.164062 0
0 0.171875 0
0 0.179688 0
0 0.1875 0
0 0.195312 0
0 0.203125 0
0 0.210938 0
0 0.21875 0
0 0.226562 0
0 0.234375 0
0 0.242188 0
0 0.25 0
0 0.257812 0
0 0.265625 0
0 0.273438 0
0 0.28125 0
0 0.289062 0
0 0.296875 0
0 0.304688 0
0 0.3125 0
0 0.320312 0
0 0.328125 0
0 0.335938 0
0 0.34375 0
0 0.351562 0
0 0.359375 0
0 0.367188 0
0 0.375 0
0 0.382812 0
0 0.390625 0
0 0.398438 0
0 0.40625 0
0 0.414062 0
0 0.421875 0
0 0.429688 0
0 0.4375 0
0 0.445312 0
0 0.453125 0
0 0.460938 0
0 0.46875 0
0 0.476562 0
0 0.484375 0
0 0.492188 0
0 0.5 0
0 0.507812 0
0 0.515625 0
0 0.523438 0
0 0.53125 0
0 0.539062 0
0 0.546875 0
0 0.554688 0
0 0.5625 0
0 0.570312 0
0 0.578125 0
0 0.585938 0
0 0.59375 0
0 0.601562 0
0 0.609375 0
0 0.617188 0
0 0.625 0
0 0.632812 0
0 0.640625 0
0 0.648438 0
0 0.65625 0
0 0.664062 0
0 0.671875 0
0 0.679688 0
0 0.6875 0
0 0.695312 0
0 0.703125 0
0 0.710938 0
0 0.71875 0
0 0.726562 0
0 0.734375 0
0 0.742188 0
0 0.75 0
0 0.757812 0
0 0.765625 0
0 0.773438 0
0 0.78125 0
0 0.789062 0
0 0.796875 0
0 0.804688 0
0 0.8125 0
0 0.820312 0
0 0.828125 0
0 0.835938 0
0 0.84375 0
0 0.851562 0
0 0.859375 0
0 0.867188 0
0 0.875 0
0 0.882812 0
0 0.890625 0
0 0.898438 0
0 0.90625 0
0 0.914062 0
0 0.921875 0
0 0.929688 0
0 0.9375 0
0 0.945312 0
0 0.953125 0
0 0.960938 0
0 0.96875 0
0 0.976562 0
0 0.984375 0
0 0.992188 0

0.0078125 0 0
0.0078125 0.0078125 0.000905034
0.0078125 0.015625 0.00190483
0.0078125 0.0234375 0.00288741
0.0078125 0.03125 0.00386668
0.0078125 0.0390625 0.00483454
0.0078125 0.046875 0.00579151
0.0078125 0.0546875 0.00673405
0.0078125 0.0625 0.00766118
0.0078125 0.0703125 0.00857055
0.0078125 0.078125 0.00946099
0.0078125 0.0859375 0.0103308
0.0078125 0.09375 0.0111789
0.0078125 0.101562 0.0120041
0.0078125 0.109375 0.0128055
0.0078125 0.117188 0.0135823
0.0078125 0.125 0.0143338
0.0078125 0.132812 0.0150595
0.0078125 0.140625 0.0157591
0.0078125 0.148438 0.0164322
0.0078125 0.15625 0.0170788
0.0078125 0.164062 0.0176987
0.0078125 0.171875 0.0182922
0.0078125 0.179688 0.0188593
0.0078125 0.1875 0.0194003
0.0078125 0.195312 0.0199155
0.0078125 0.203125 0.0204053
0.0078125 0.210938 0.0208702
0.0078125 0.21875 0.0213108
0.0078125 0.226562 0.0217275
0.0078125 0.234375 0.0221211
0.0078125 0.242188 0.0224921
0.0078125 0.25 0.0228413
0.0078125 0.257812 0.0231694
0.0078125 0.265625 0.0234771
0.0078125 0.273438 0.0237653
0.0078125 0.28125 0.0240346
0.0078125 0.289062 0.0242859
0.0078125 0.296875 0.0245199
0.0078125 0.304688 0.0247375
0.0078125 0.3125 0.0249394
0.0078125 0.320312 0.0251263
0.0078125 0.328125 0.0252992
0.0078125 0.335938 0.0254586
0.0078125 0.34375 0.0256053
0.0078125 0.351562 0.0257401
0.0078125 0.359375 0.0258636
0.0078125 0.367188 0.0259764
0.0078125 0.375 0.0260793
0.0078125 0.382812 0.0261728
0.0078125 0.390625 0.0262575
0.0078125 0.398438 0.0263339
0.0078125 0.40625 0.0264025
0.0078125 0.414062 0.0264639
0.0078125 0.421875 0.0265185
0.0078125 0.429688 0.0265665
0.0078125 0.4375 0.0266086
0.0078125 0.445312 0.0266448
0.0078125 0.453125 0.0266757
0.0078125 0.460938 0.0267013
0.0078125 0.46875 0.0267219
0.0078125 0.476562 0.0267377
0.0078125 0.484375 0.0267489
0.0078125 0.492188 0.0267554
0.0078125 0.5 0.0267574
0.0078125 0.507812 0.0267549
0.0078125 0.515625 0.0267479
0.0078125 0.523438 0.0267363
0.0078125 0.53125 0.0267199
0.0078125 0.539062 0.0266987
0.0078125 0.546875 0.0266724
0.0078125 0.554688 0.0266409
0.0078125 0.5625 0.0266038
0.0078125 0.570312 0.0265609
0.0078125 0.578125 0.0265117
0.0078125 0.585938 0.026456
0.0078125 0.59375 0.0263933
0.0078125 0.601562 0.0263231
0.0078125 0.609375 0.026245
0.0078125 0.617188 0.0261584
0.0078125 0.625 0.0260626
0.0078125 0.632812 0.0259572
0.0078125 0.640625 0.0258415
0.0078125 0.648438 0.0257148
0.0078125 0.65625 0.0255765
0.0078125 0.664062 0.0254257
0.0078125 0.671875 0.0252617
0.0078125 0.679688 0.0250839
0.0078125 0.6875 0.0248912
0.0078125 0.695312 0.0246831
0.0078125 0.703125 0.0244585
0.0078125 0.710938 0.0242168
0.0078125 0.71875 0.023957
0.0078125 0.726562 0.0236783
0.0078125 0.734375 0.0233799
0.0078125 0.742188 0.0230609
0.0078125 0.75 0.0227205
0.0078125 0.757812 0.0223579
0.0078125 0.765625 0.0219723
0.0078125 0.773438 0.021563
0.0078125 0.78125 0.0211292
0.0078125 0.789062 0.0206704
0.0078125 0.796875 0.0201858
0.0078125 0.804688 0.0196749
0.0078125 0.8125 0.0191373
0.0078125 0.820312 0.0185725
0.0078125 0.828125 0.0179801
0.0078125 0.835938 0.01736
0.0078125 0.84375 0.016712
0.0078125 0.851562 0.016036
0.0078125 0.859375 0.0153322
0.0078125 0.867188 0.0146008
0.0078125 0.875 0.0138421
0.0078125 0.882812 0.0130566
0.0078125 0.890625 0.012245
0.0078125 0.898438 0.0114081
0.0078125 0.90625 0.0105467
0.0078125 0.914062 0.00966229
0.0078125 0.921875 0.0087558
0.0078125 0.929688 0.00782913
0.0078125 0.9375 0.00688344
0.0078125 0.945312 0.00592132
0.0078125 0.953125 0.00494368
0.0078125 0.960938 0.00395449
0.0078125 0.96875 0.00295295
0.0078125 0.976562 0.00194802
0.0078125 0.984375 0.000924614
0.0078125 0.992188 0

0.015625 0 0
0.015625 0.0078125 0.00190483
0.015625 0.015625 0.00400907
0.015625 0.0234375 0.00607702
0.015625 0.03125 0.00813794
0.015625 0.0390625 0.0101747
0.015625 0.046875 0.0121885
0.015625 0.0546875 0.0141718
0.015625 0.0625 0.0161226
0.015625 0.0703125 0.0180359
0.015625 0.078125 0.0199093
0.015625 0.0859375 0.0217392
0.015625 0.09375 0.0235233
0.015625 0.101562 0.0252591
0.015625 0.109375 0.0269447
0.015625 0.117188 0.0285784
0.015625 0.125 0.030159
0.015625 0.132812 0.0316852
0.015625 0.140625 0.0331563
0.015625 0.148438 0.0345718
0.015625 0.15625 0.0359313
0.015625 0.164062 0.0372349
0.015625 0.171875 0.0384826
0.015625 0.179688 0.0396749
0.015625 0.1875 0.0408122
0.015625 0.195312 0.0418952
0.015625 0.203125 0.0429249
0.015625 0.210938 0.0439022
0.015625 0.21875 0.0448282
0.015625 0.226562 0.0457041
0.015625 0.234375 0.0465312
0.015625 0.242188 0.047311
0.015625 0.25 0.0480449
0.015625 0.257812 0.0487344
0.015625 0.265625 0.0493812
0.015625 0.273438 0.0499867
0.015625 0.28125 0.0505526
0.015625 0.289062 0.0510807
0.015625 0.296875 0.0515725
0.015625 0.304688 0.0520296
0.015625 0.3125 0.0524538
0.015625 0.320312 0.0528467
0.015625 0.328125 0.0532098
0.015625 0.335938 0.0535448
0.015625 0.34375 0.0538531
0.015625 0.351562 0.0541362
